,e10.soil.depth,e12.rock.cover,t01alt,awc15,bio01,bio05,bio06,gdd,nfd,rh410,t14stot,species
766,60.0,2.0,939.2902191,19.06778386,66.5441737,209.5270706,-68.98531112,1450.830902,154.6632222,6075.577467,4983910.928,FS
767,60.0,2.0,938.4392773,19.40214435,66.45724453,209.4417323,-69.07194651,1449.092664,154.841188,6076.087557,4905157.906,FS
768,50.0,2.0,942.5497844,19.39972106,66.35260993,209.3377966,-69.17671079,1446.994374,155.052297,6076.90411,4914722.128,FS
769,50.0,3.0,944.8373586,19.56323997,66.2650111,209.2509489,-69.26367078,1445.235297,155.2277887,6077.437237,4863103.959,FS
770,60.0,2.0,949.3380936,19.5747746,66.15292762,209.1376728,-69.37522709,1442.971206,155.4454479,6078.376165,5147751.254,FS
771,53.0,3.0,950.4277553,19.86370067,66.02125342,209.0047885,-69.50537693,1440.308391,155.6996068,6079.297936,5221977.577,FS
772,60.0,2.0,951.8882271,19.83062168,65.89309456,208.8742514,-69.63176688,1437.70711,155.9420478,6080.257654,5115763.143,FS
773,60.0,2.0,940.8077858,18.7156511,66.52789178,209.5116252,-69.00328833,1450.517316,154.7027436,6075.937386,5248149.874,FS
774,53.0,2.0,941.9396238,18.86088728,66.44713265,209.4316098,-69.08387336,1448.897907,154.8657305,6076.498794,5239147.286,FS
775,47.0,3.0,944.6391698,19.05402091,66.30179998,209.2866582,-69.2285203,1445.97534,155.1547501,6077.532855,5217005.717,FS
776,60.0,3.0,946.5289684,19.11405154,66.16357574,209.1476508,-69.36598093,1443.187364,155.4253196,6078.605035,5386157.828,FS
777,53.0,2.0,946.7046151,19.14838845,66.09277284,209.0760159,-69.43603314,1441.754623,155.5615139,6079.130325,5419030.247,FS
778,60.0,3.0,949.5456281,19.38650553,65.9934207,208.9753446,-69.53350836,1439.739224,155.7500713,6079.733388,5304613.76,FS
779,43.0,2.0,951.3184684,19.24872983,65.88429133,208.8639123,-69.64116199,1437.522437,155.9556086,6080.582484,5217542.512,FS
780,60.0,3.0,940.7553228,18.93123698,66.522887,209.5062443,-69.00731334,1450.409475,154.708981,6075.837591,5121954.488,FS
781,60.0,2.0,942.2078071,19.05453372,66.42844795,209.4128801,-69.10183651,1448.518518,154.9010047,6076.526491,5145632.628,FS
782,53.0,2.0,944.9543048,19.13479536,66.3008273,209.285677,-69.22920963,1445.954381,155.1559623,6077.490579,5171899.957,FS
783,60.0,3.0,947.178491,19.24140434,66.23038517,209.2150347,-69.29907954,1444.534057,155.2941037,6077.985094,5192003.61,FS
784,60.0,2.0,949.5437262,19.50338346,66.13044343,209.1145618,-69.39778778,1442.515242,155.4881906,6078.634164,5244603.2,FS
785,60.0,2.0,950.2048021,19.54243568,66.00130366,208.983647,-69.52546013,1439.899792,155.7354506,6079.599018,5267937.99,FS
786,60.0,2.0,952.205749,19.58781755,65.89748196,208.8780605,-69.62766659,1437.79273,155.9319764,6080.328277,5154283.005,FS
787,32.0,2.0,1093.279227,20.95033909,58.50836382,201.2075898,-76.70554013,1290.167514,166.8681892,6133.04835,4738913.937,FS
788,50.0,2.0,1080.893557,20.1009325,58.85042142,201.5663438,-76.38895247,1296.790909,166.5500946,6129.481342,4642134.013,FS
789,53.0,2.0,1080.112137,20.04772303,58.89523582,201.611521,-76.34441361,1297.687871,166.4607521,6129.443306,4599855.249,FS
790,60.0,2.0,1083.362396,20.31970081,58.74202295,201.4554087,-76.49374375,1294.646557,166.7221927,6129.975862,4611439.183,FS
791,60.0,2.0,1083.010515,20.46006907,58.91149317,201.6314243,-76.32904762,1297.941535,166.5191862,6128.4268,4631575.688,FS
792,27.0,2.0,1084.934711,20.76683002,59.01841586,201.7420823,-76.22243591,1300.023832,166.3832519,6127.406594,4597346.205,FS
793,57.0,2.0,1084.225392,21.05732849,59.16209563,201.8911322,-76.08204367,1302.821507,166.2092122,6126.075067,4596507.785,FS
794,43.0,2.0,1086.772449,20.45195422,58.68734978,201.3950504,-76.53957489,1293.639715,166.6963179,6131.208974,4582765.262,FS
795,60.0,2.0,1087.767913,20.47271078,58.62172886,201.3287475,-76.60467148,1292.330947,166.8246136,6131.265789,4622923.952,FS
796,43.0,2.0,1079.45354,20.1680286,58.94407143,201.6603223,-76.29493312,1298.668423,166.3497707,6129.561251,4543328.789,FS
797,57.0,3.0,1088.440902,20.55589913,58.64521739,201.3541416,-76.58233332,1292.767671,166.8218714,6130.780702,4610468.197,FS
798,60.0,2.0,1092.381165,20.87785861,58.75756563,201.470246,-76.46855168,1294.953747,166.6735565,6129.688748,4633028.358,FS
799,47.0,3.0,1093.363628,21.08934638,58.84795853,201.5638627,-76.37880003,1296.713153,166.5596927,6128.83323,4656822.84,FS
800,60.0,2.0,1087.373287,20.5440017,58.70331559,201.410528,-76.52247657,1293.965875,166.6462767,6131.391342,4588651.028,FS
801,43.0,2.0,1094.705172,21.36414021,58.92665827,201.6452116,-76.29960146,1298.246453,166.4574983,6128.071311,4647978.693,FS
802,60.0,1.0,1093.816289,20.82395174,58.4501814,201.1486891,-76.76338351,1289.014244,166.9823566,6133.043156,4677138.129,FS
803,60.0,2.0,1096.633614,20.91800301,58.32197287,201.0170539,-76.88637721,1286.490316,167.1792583,6133.585509,4803178.304,FS
804,52.0,3.0,1097.797138,20.99190007,58.50838418,201.2106154,-76.70418237,1290.111255,166.952529,6131.874328,4804235.406,FS
805,48.0,2.0,1099.535268,21.17147204,58.58747981,201.2924159,-76.62440438,1291.64929,166.8490091,6131.11191,4845945.69,FS
806,60.0,2.0,1100.994811,21.36674098,58.66541643,201.3730426,-76.54617207,1293.165717,166.7482262,6130.36392,4857999.246,FS
807,53.0,3.0,1104.581666,21.29829741,58.24701636,200.937673,-76.94614139,1285.031798,167.2294433,6134.097341,5039463.542,FS
808,50.0,3.0,1102.825119,21.22395464,58.19618622,200.8851829,-76.99848976,1284.045724,167.2994375,6134.59728,5017463.423,FS
809,43.0,2.0,1099.285943,21.06835149,58.20674965,200.8968421,-76.99433029,1284.252861,167.30538,6134.57928,4899470.907,FS
810,60.0,2.0,1099.478035,21.14382009,58.18319255,200.8715374,-77.01584314,1283.807546,167.3113391,6135.012636,4926529.863,FS
811,47.0,2.0,1096.731948,21.03491906,58.35639186,201.0505919,-76.85067149,1287.194311,167.0769436,6133.950192,4798862.862,FS
812,24.0,2.0,352.2514723,19.93804299,84.22551577,214.3942236,-24.9474381,1710.483525,96.56879211,6115.750215,4607343.476,FS
813,34.0,3.0,365.3866247,21.15354537,83.91866624,214.0736033,-25.24613194,1703.25689,97.23722408,6114.630319,4769184.952,FS
814,24.0,2.0,365.3140861,21.55356811,83.8345601,213.9862899,-25.33243654,1701.369139,97.44445093,6114.402297,4915498.93,FS
815,32.0,1.0,353.9172818,20.92400969,83.93933658,214.0974127,-25.23492622,1703.93771,97.22910231,6114.801849,4907162.645,FS
816,28.0,2.0,347.2691719,20.121365,84.28956452,214.4620434,-24.8910545,1712.130987,96.45893982,6116.099901,4693360.4,FS
817,14.0,6.0,318.1515775,18.36498798,84.79597295,214.9917596,-24.40170245,1724.145519,95.37289933,6118.020995,4630939.303,FS
818,33.0,2.0,322.9090779,18.88845921,84.67147314,214.8621115,-24.52559594,1721.279821,95.65691714,6117.621534,4652447.341,FS
819,15.0,3.0,323.7555479,19.29028427,84.52144434,214.7066586,-24.67360427,1717.787063,95.98400577,6117.047637,4714571.256,FS
820,26.0,5.0,322.3022545,19.41076126,84.41276661,214.5948662,-24.7782695,1715.195906,96.19646994,6116.50452,4701393.152,FS
821,18.0,6.0,323.23889,19.51720756,84.30782277,214.486422,-24.87930659,1712.696782,96.40585609,6116.005865,4706625.943,FS
822,23.0,6.0,315.1374077,19.05662137,84.29610659,214.4779176,-24.89019057,1712.411343,96.39040883,6115.708891,4648558.557,FS
823,34.0,2.0,313.227224,18.72492631,84.29379304,214.4778041,-24.89212668,1712.353193,96.36996665,6115.541943,4617810.659,FS
824,15.0,4.0,307.3918013,18.36365601,84.4060775,214.5980026,-24.78368785,1715.016627,96.10257257,6115.806597,4616569.754,FS
825,21.0,7.0,307.4514633,18.49400849,84.37075184,214.5633744,-24.81734513,1714.175665,96.15098399,6115.500816,4689110.107,FS
826,20.0,6.0,294.8202439,18.13003376,84.6573866,214.8648339,-24.54145394,1720.976086,95.53058247,6116.564651,4553166.095,FS
827,14.0,7.0,287.7658049,17.84160542,84.81459652,215.0269761,-24.3904429,1724.712724,95.22421043,6117.35859,4462025.982,FS
828,49.0,4.0,298.7372841,18.39712534,84.79574129,214.9964194,-24.40907123,1724.301785,95.37178737,6117.948652,4648802.991,FS
829,31.0,2.0,291.3335929,17.77170229,85.06145583,215.272498,-24.15289929,1730.631351,94.82312725,6119.095306,4701907.406,FS
830,27.0,3.0,304.8189539,16.87404745,85.09799309,215.306062,-24.10121422,1731.076259,94.68844923,6118.975433,4686985.841,FS
831,22.0,4.0,301.8039679,16.43422239,85.18129385,215.3923961,-24.01683881,1732.939495,94.4947506,6119.200139,4776855.993,FS
832,23.0,2.0,300.4605909,16.42477106,85.2644735,215.4784212,-23.93194559,1734.776009,94.29985642,6119.405695,4944694.019,FS
833,17.0,4.0,321.0596078,17.40888006,84.81555977,215.0093941,-24.36687452,1724.191287,95.26084306,6117.752355,4715834.514,FS
834,52.0,2.0,330.6101929,18.17150215,84.62590517,214.811732,-24.55344639,1719.792164,95.67962012,6117.113544,4579275.104,FS
835,21.0,2.0,346.9075676,19.06763912,84.25517303,214.4234298,-24.90748092,1710.911503,96.4512608,6115.634506,4504304.675,FS
836,26.0,5.0,352.0464346,19.54058601,84.2003913,214.3669021,-24.96497683,1709.727468,96.58967114,6115.521891,4497706.428,FS
837,48.0,1.0,597.8249238,21.05013957,70.87758523,200.8323029,-38.01523981,1401.028314,124.722902,6140.211808,5132444.33,FS
838,60.0,1.0,600.6681822,21.19534527,70.94114852,200.8921175,-37.95234962,1402.568312,124.5641805,6139.809172,5237202.977,FS
839,55.0,1.0,606.4775565,21.3742887,70.99573342,200.9430483,-37.89706675,1403.981515,124.4363453,6139.440671,5336590.204,FS
840,60.0,1.0,612.3786404,21.52982634,71.06255209,201.007909,-37.83297304,1405.463022,124.2618059,6139.027506,5343615.275,FS
841,60.0,1.0,620.2076695,21.7792883,71.13713259,201.0795909,-37.75954074,1407.250931,124.0792563,6138.533961,5317633.272,FS
842,50.0,1.0,627.15292,22.0523821,71.21089286,201.1509537,-37.68700329,1409.015038,123.9000685,6138.038625,5268003.219,FS
843,57.0,1.0,631.6755206,22.1482704,71.26118162,201.1995072,-37.63536182,1410.376281,123.795245,6137.649078,5126512.778,FS
844,50.0,1.0,633.4661839,22.1489904,71.30812869,201.2452814,-37.5871557,1411.648896,123.6993232,6137.276583,5015006.511,FS
845,54.0,1.0,633.976674,22.17167041,71.36166572,201.2979971,-37.53289006,1413.051156,123.5864543,6136.85891,5024325.958,FS
846,53.0,1.0,635.6293489,21.92077238,71.44127664,201.3771339,-37.45185676,1415.164507,123.4246603,6136.214553,5131242.545,FS
847,52.0,1.0,630.4408463,21.68459033,71.33438604,201.269862,-37.54927301,1413.149927,123.7300288,6136.819684,5177144.081,FS
848,60.0,1.0,630.7237661,21.66335033,71.27183074,201.2077379,-37.61257988,1411.516227,123.8603965,6137.31581,5111276.113,FS
849,55.0,1.0,631.8836988,21.60359032,71.1985583,201.1354306,-37.68613504,1409.648252,124.0199851,6137.87303,5088101.503,FS
850,54.0,1.0,632.9657238,21.80699035,71.18752238,201.1262502,-37.7027185,1408.974688,124.0067616,6138.058374,5067917.812,FS
851,60.0,1.0,629.603397,21.59855032,71.11129158,201.0510373,-37.77594522,1407.271166,124.1996856,6138.556595,5255507.314,FS
852,52.0,1.0,624.2473322,21.40307028,71.04006061,200.9807495,-37.84434979,1405.680744,124.3800785,6139.021821,5320658.102,FS
853,60.0,1.0,614.7503317,21.21911026,70.96046835,200.9028806,-37.92183928,1403.830045,124.5760061,6139.554278,5315086.421,FS
854,45.0,1.0,606.0972125,21.17123025,70.91070591,200.8559346,-37.97252261,1402.518584,124.687967,6139.907512,5219906.166,FS
855,51.0,1.0,601.3317591,21.06160797,70.85329458,200.8018317,-38.03034138,1401.053443,124.822726,6140.297729,5175201.522,FS
856,58.0,1.0,596.8567416,21.04520182,70.77962392,200.7319406,-38.10324536,1399.264931,125.00409,6140.776007,5189895.836,FS
857,56.0,2.0,594.0715245,21.07266804,70.89293973,200.8537636,-37.99816528,1401.741312,124.7411157,6140.364774,5217622.404,FS
858,49.0,1.0,589.9099879,21.07578255,71.16216078,201.1355966,-37.74429579,1407.821634,124.1136763,6139.251932,5279897.751,FS
859,50.0,1.0,584.0116005,21.05546843,71.46631011,201.4527133,-37.45533069,1414.868264,123.3921678,6137.928865,5291723.282,FS
860,60.0,1.0,590.7013922,20.9834644,70.90528434,200.8700557,-37.98708092,1402.077842,124.5587929,6139.848741,5235026.756,FS
861,60.0,1.0,594.5443693,21.00243265,70.88141853,200.8419552,-38.01106387,1401.308732,124.6675017,6140.098621,5134616.694,FS
862,56.0,1.0,663.4914003,15.77444077,73.43845745,216.0342706,-54.14029697,1610.831881,136.8167403,5960.048888,5227484.444,PA
863,42.0,1.0,662.4262574,15.84044793,73.53369459,216.134676,-54.0574162,1612.781752,136.6175841,5960.348989,5133755.462,PA
864,52.0,1.0,662.2799079,15.8994303,73.66183978,216.2693129,-53.94546173,1615.396485,136.3245053,5960.819718,5126443.466,PA
865,52.0,1.0,661.9851481,15.84957204,73.82017388,216.4355935,-53.80700609,1618.626185,135.9571913,5961.408897,5121364.617,PA
866,57.0,1.0,661.7708934,15.7801141,73.89502165,216.5145524,-53.74187927,1620.15982,135.8026103,5961.63552,5116603.73,PA
867,43.0,1.0,662.3985136,15.65772951,73.96488616,216.5874774,-53.68154463,1621.544846,135.6266269,5961.920685,5123683.247,PA
868,49.0,1.0,661.8478238,15.53823096,74.07210193,216.7006423,-53.58748213,1623.763593,135.400921,5962.258939,5129798.855,PA
869,53.0,1.0,661.5548263,15.39313996,74.14801016,216.7804555,-53.52200692,1625.289491,135.2380212,5962.493889,5151600.813,PA
870,45.0,1.0,661.1499731,15.27660003,74.16045839,216.7923704,-53.51504021,1625.372544,135.197878,5962.508576,5216722.641,PA
871,55.0,1.0,658.4543133,15.46869271,74.22833049,216.8634864,-53.45392191,1626.823195,135.0839989,5962.562288,5296300.073,PA
872,53.0,1.0,658.1912181,15.33943529,74.18409304,216.814787,-53.49616802,1625.734705,135.1862389,5962.232136,5278870.709,PA
873,46.0,1.0,655.7058137,15.5630663,74.21347267,216.8440199,-53.46795884,1626.404762,135.1967989,5961.881935,5174844.279,PA
874,52.0,1.0,654.7758177,15.7056494,74.23517157,216.8660317,-53.44715276,1626.905862,135.1936789,5961.702822,5177700.824,PA
875,46.0,1.0,664.8259901,15.60125854,73.29031227,215.8785828,-54.26960293,1607.808952,137.1517552,5959.50528,5218433.571,PA
876,49.0,1.0,669.7187321,15.67237721,73.33917898,215.9286107,-54.22593331,1608.778905,136.9739378,5959.889775,5211052.311,PA
877,57.0,1.0,667.3547666,15.86414788,73.4338349,216.0283552,-54.14347515,1610.716222,136.772609,5960.192869,5282220.335,PA
878,56.0,1.0,663.3763729,16.00337853,73.54845038,216.1494974,-54.04393197,1613.069372,136.5478157,5960.504662,5197774.975,PA
879,52.0,1.0,663.3756905,16.0435035,73.68307904,216.2907317,-53.92609542,1615.81239,136.2279437,5961.029326,5159716.695,PA
880,48.0,1.0,663.4098124,15.93990554,73.76299303,216.3744038,-53.85900489,1617.366222,136.0531394,5961.289336,5137871.246,PA
881,55.0,1.0,663.5713353,15.7807961,73.83074243,216.4453402,-53.80188495,1618.682326,135.9054389,5961.497542,5129278.671,PA
882,39.0,1.0,663.1812673,15.53652525,73.93992219,216.5601711,-53.70725104,1620.885184,135.6704651,5961.831749,5140257.524,PA
883,47.0,1.0,663.1494864,15.10397179,74.00384306,216.6261609,-53.65601422,1621.996605,135.519282,5962.00459,5145861.711,PA
884,54.0,1.0,662.3151498,15.02738884,74.09286009,216.7198452,-53.57821947,1623.805268,135.3270229,5962.272644,5191052.228,PA
885,50.0,1.0,660.937589,15.07886711,74.08527793,216.7088215,-53.59065026,1623.353883,135.3443989,5962.00348,5180557.142,PA
886,50.0,1.0,659.4175612,15.29472716,74.12434825,216.7490694,-53.5531079,1624.279935,135.3273589,5961.759876,5171498.445,PA
887,31.0,2.0,1300.094314,21.93083985,41.57657041,182.4455171,-83.648542,975.3545248,184.1810261,6105.822111,5502012.834,PA
888,34.0,1.0,1305.161199,21.92268989,41.49587798,182.3584921,-83.72010083,973.7472682,184.2918053,6105.652939,5571788.96,PA
889,33.0,4.0,1307.506746,21.75683217,41.22740297,182.0755159,-83.96669879,968.8280473,184.6410348,6106.305347,5379870.295,PA
890,37.0,1.0,1307.259873,21.56940714,40.9051052,181.7352347,-84.26198754,962.8842038,185.0620672,6106.982138,5179861.468,PA
891,41.0,1.0,1307.808838,21.43541076,40.66871087,181.4849697,-84.47766956,958.4583768,185.3751526,6107.352635,5183046.57,PA
894,29.0,1.0,1304.735858,20.56998088,39.82160639,180.5899526,-85.25289178,942.7333209,186.4899536,6109.011896,5074678.499,PA
895,35.0,1.0,1301.960539,20.07104459,39.44737961,180.1946235,-85.59543944,935.7835007,186.982991,6109.756765,5051437.007,PA
897,20.0,3.0,1295.284985,19.25860406,38.87109546,179.5858031,-86.12287442,925.064034,187.7438693,6110.896404,4919920.782,PA
898,33.0,1.0,1290.685069,18.9351999,38.70798469,179.4124611,-86.2701028,921.7854112,187.9771873,6110.9919,4818496.851,PA
899,21.0,3.0,1285.642949,18.64125762,38.72719152,179.4358151,-86.25514609,922.4596454,187.9217946,6111.395039,4832423.085,PA
900,22.0,1.0,1288.273265,19.14693316,38.68209901,179.3888114,-86.29851893,921.8652513,187.9651397,6111.680213,4865648.375,PA
901,28.0,1.0,1291.138827,19.7395543,38.80724492,179.5214129,-86.18556268,924.3751271,187.7881108,6111.589862,4945342.12,PA
903,23.0,2.0,1290.942593,20.41367069,39.29798658,180.0410875,-85.73805262,933.6311376,187.1316057,6110.846284,5057287.985,PA
904,37.0,1.0,1290.150763,20.70014246,39.59631209,180.3566086,-85.46544951,939.1793687,186.7391658,6110.321547,5069350.506,PA
905,34.0,2.0,1289.902034,20.90755359,39.85313113,180.6280968,-85.23058444,943.9297091,186.4035092,6109.845026,5051373.722,PA
906,33.0,2.0,1291.95998,21.21803973,40.30517053,181.1053911,-84.81641775,952.2138606,185.8185532,6108.901752,5038372.078,PA
907,25.0,2.0,1293.655572,21.39665593,40.63509032,181.4537327,-84.51412442,958.2579615,185.3917991,6108.21137,5036477.755,PA
908,32.0,1.0,1295.315927,21.50524582,40.84244135,181.672504,-84.3239278,962.0418434,185.124519,6107.748296,5007114.355,PA
909,36.0,1.0,1303.821669,21.74094703,41.23708477,182.0871441,-83.95966581,969.1147096,184.6225413,6106.545188,5338065.689,PA
910,39.0,1.0,1297.914021,21.78628048,41.36624554,182.2250326,-83.84330414,971.600592,184.448844,6106.555356,5346550.251,PA
911,27.0,2.0,1295.502798,21.94309625,41.6560618,182.5308556,-83.5775337,976.9042509,184.0738885,6105.916369,5449526.934,PA
912,47.0,5.0,1515.288024,24.61770442,30.76729111,172.7281135,-103.664993,786.2701165,202.2261459,6111.613003,5550312.653,PC
913,33.0,4.0,1515.787351,24.56745362,30.73162635,172.6901267,-103.6973955,785.6768,202.266226,6111.3541,5596541.8,PC
914,53.0,4.0,1515.391011,24.59068643,30.80530969,172.7690491,-103.6300314,786.8993539,202.1835288,6111.826458,5479117.667,PC
915,34.0,3.0,1515.859635,24.44807695,30.77982253,172.7423696,-103.6527247,786.4710516,202.2118211,6111.564796,5502303.342,PC
916,31.0,3.0,1516.440661,24.42733913,30.81598002,172.7812776,-103.6194977,787.069686,202.1712979,6111.771469,5443190.514,PC
917,50.0,3.0,1517.390255,24.24665112,30.82173056,172.78824,-103.6134457,787.1577454,202.1642625,6111.677024,5391606.12,PC
918,50.0,3.0,1518.264721,24.76623242,30.95159712,172.9259198,-103.4962016,789.3293405,202.02157,6112.787961,5394490.663,PC
919,23.0,3.0,1516.027523,24.79523949,30.89971511,172.8695312,-103.5443771,788.4727863,202.0786886,6112.550461,5416527.412,PC
920,37.0,3.0,1519.874469,25.24012966,31.0603331,173.0417506,-103.3975456,791.1453668,201.9031947,6113.661758,5261586.123,PC
921,43.0,3.0,1519.296101,25.1624526,31.04157821,173.0216181,-103.4147048,790.8330917,201.9234831,6113.530756,5289782.418,PC
922,40.0,3.0,1519.132585,25.03877565,31.01505463,172.9937528,-103.4383942,790.3870107,201.9523185,6113.259506,5307654.848,PC
923,40.0,3.0,1519.504817,25.03220744,31.01597195,172.9952469,-103.4370617,790.3981496,201.9512381,6113.188979,5274793.416,PC
924,27.0,4.0,1520.294645,25.15060954,31.04929546,173.0321217,-103.4054864,790.9431384,201.9145221,6113.244255,5121416.478,PC
925,47.0,3.0,1519.117197,25.07046979,31.03304634,173.0155231,-103.4195075,790.6643594,201.9312264,6112.986768,5071994.07,PC
926,27.0,3.0,1521.329625,25.29679257,31.08517578,173.070735,-103.3725672,791.539906,201.875765,6113.481837,5053252.626,PC
927,27.0,3.0,1521.912281,25.36592683,31.1019708,173.088739,-103.357231,791.8200421,201.8577564,6113.606393,5031104.235,PC
928,47.0,3.0,1523.890377,25.57089359,31.15171995,173.1419626,-103.3119195,792.6513427,201.8047654,6113.999076,5004816.212,PC
929,37.0,3.0,1524.307479,25.61133399,31.16161465,173.1525511,-103.3029066,792.8167456,201.7942708,6114.0778,5001669.532,PC
930,42.0,3.0,1525.890224,25.75766263,31.19783153,173.1913568,-103.2698736,793.4219717,201.7559644,6114.361055,4989432.729,PC
931,37.0,3.0,1528.063489,25.98414978,31.24383064,173.2386609,-103.2298365,794.206679,201.7076079,6115.019267,5042005.96,PC
932,27.0,3.0,1526.960598,26.0467465,31.25128885,173.2453797,-103.2242232,794.3395641,201.6988388,6115.244828,5090500.746,PC
933,14.0,3.0,1517.048118,25.66499452,31.1235679,173.1062775,-103.342808,792.219209,201.8320607,6114.534754,5271317.88,PC
934,23.0,3.0,1517.779564,25.68988039,31.13701938,173.1207523,-103.3304741,792.4432458,201.8176892,6114.627605,5257332.97,PC
935,23.0,3.0,1515.468343,25.60513966,31.0914557,173.0717664,-103.3722169,791.6843618,201.8665434,6114.310579,5305518.867,PC
936,17.0,3.0,1513.28976,25.37738403,30.99714445,172.9711134,-103.4579827,790.1115133,201.9696394,6113.589991,5406897.911,PC
937,60.0,1.0,37.15219856,9.23181703,103.7802393,230.5284981,-0.157064588,2151.295887,24.60489444,6147.360815,4571316.483,PO
938,60.0,1.0,37.9863476,9.680984951,103.7803519,230.5285215,-0.161175268,2151.082153,24.52333232,6147.67268,4547142.998,PO
939,60.0,1.0,39.65835029,10.06476545,103.7780261,230.5268328,-0.167940686,2150.825534,24.45033644,6148.01145,4557513.718,PO
940,60.0,1.0,38.22510442,9.467383713,103.7798294,230.5307853,-0.176766306,2150.435858,24.25104514,6148.872164,4583576.064,PO
941,60.0,1.0,37.45141967,8.909014823,103.7802433,230.5326115,-0.180480339,2150.283645,24.1681657,6149.313853,4686859.607,PO
942,60.0,1.0,38.56429264,8.570747851,103.7741331,230.5283817,-0.18997201,2149.978943,24.10816775,6149.862827,4702278.396,PO
943,60.0,1.0,38.50332033,7.985327192,103.7854255,230.5417135,-0.183779523,2150.111444,23.9765003,6150.368872,4724734.616,PO
944,60.0,1.0,38.02630755,7.699108289,103.7934058,230.5512105,-0.178855032,2150.230349,23.89151588,6150.715132,4751772.335,PO
945,60.0,1.0,37.5203609,7.541249324,103.7962291,230.5566857,-0.179474613,2150.195433,23.80062854,6151.329886,4848100.465,PO
946,60.0,1.0,36.74727696,7.540585566,103.80397,230.5663895,-0.174301395,2150.334745,23.71935009,6151.736965,4840486.49,PO
947,60.0,1.0,35.16383831,7.613305578,103.8142517,230.5794913,-0.167081696,2150.537996,23.61475513,6152.300416,4814022.147,PO
948,60.0,1.0,33.74428026,7.69034559,103.8272838,230.5947431,-0.156320705,2150.849232,23.52270688,6152.694876,4728030.301,PO
949,60.0,1.0,34.27115854,7.767450949,103.8453608,230.6173228,-0.141638395,2151.288711,23.37585316,6153.511853,4705728.647,PO
950,60.0,1.0,34.07162749,7.821495023,103.8610061,230.6378141,-0.128737678,2151.690026,23.24173867,6154.382503,4788022.044,PO
951,60.0,1.0,33.46196848,7.906215839,103.8810754,230.6622369,-0.110703395,2152.246296,23.1136474,6155.093,4764027.017,PO
952,60.0,1.0,33.57160137,7.991654359,103.9049089,230.6906941,-0.088547812,2152.932488,22.97932468,6155.803732,4679278.567,PO
953,60.0,1.0,36.84565348,7.815495819,103.9543645,230.7516257,-0.041695875,2154.419816,22.69468788,6157.580266,4763267.178,PO
954,60.0,1.0,35.88170425,7.551577765,103.9787097,230.7807011,-0.018556953,2155.199229,22.58683898,6158.30866,4797088.602,PO
955,60.0,1.0,35.0544671,6.848801204,104.0182942,230.8239715,0.005347353,2157.05244,22.70603534,6159.923668,4662314.72,PO
956,60.0,1.0,32.06724476,7.139846105,104.0819997,230.8935671,0.071246839,2158.974298,22.47804816,6160.279654,4560729.017,PO
957,60.0,1.0,32.30899084,7.350978273,104.0999086,230.9132556,0.084867051,2159.736921,22.50033634,6160.806752,4630938.674,PO
958,60.0,1.0,30.90995211,7.574879299,104.0983905,230.9107039,0.081423174,2159.886233,22.59915788,6161.123288,4740213.034,PO
959,60.0,1.0,30.60347814,7.704845295,104.0858885,230.8960318,0.066320718,2159.728742,22.74960875,6161.438255,4725484.567,PO
960,60.0,1.0,30.39651641,7.817373984,104.0720942,230.8792684,0.05104737,2159.546891,22.92333035,6161.78148,4728821.403,PO
961,60.0,1.0,30.27993703,7.859431931,104.0660881,230.8718261,0.044730994,2159.465529,23.00105614,6161.938493,4707675.559,PO
962,60.0,1.0,88.50556306,6.588577565,107.5534404,244.435035,-4.94749298,2329.780826,49.0,6023.350825,4906644.234,PO
963,60.0,1.0,89.25366755,6.750651612,107.5341733,244.4128587,-4.961030517,2329.36853,49.0,6023.179647,4904615.746,PO
964,60.0,1.0,89.74520722,6.644912262,107.5250504,244.4027937,-4.96759216,2329.178202,49.0,6023.143431,4906330.756,PO
965,60.0,1.0,89.9445759,6.77906007,107.489175,244.3584509,-4.991477457,2328.37348,49.0,6022.611048,4882621.063,PO
966,60.0,1.0,90.76415982,6.381169741,107.5030634,244.3785973,-4.983434843,2328.720256,49.0,6023.059668,4900964.156,PO
967,60.0,1.0,90.72626284,6.495924684,107.4842351,244.3552588,-4.995867156,2328.296319,49.0,6022.804644,4890244.093,PO
968,60.0,1.0,91.30803363,6.510093682,107.4681638,244.3362803,-5.006826428,2327.945252,49.0,6022.676629,4894707.152,PO
969,60.0,1.0,92.00578381,6.427773668,107.4620023,244.3298422,-5.011382997,2327.820743,49.0,6022.689387,4896347.122,PO
970,60.0,1.0,92.90823899,6.225813636,107.4611095,244.3308197,-5.012917989,2327.82639,49.0,6022.806725,4910483.361,PO
971,60.0,1.0,90.93294412,6.774813724,107.4540886,244.3174013,-5.015447892,2327.6104,49.0,6022.405873,4875349.478,PO
972,60.0,1.0,90.49556679,6.734899327,107.4700102,244.3364321,-5.004748763,2327.961604,49.0,6022.52582,4892090.873,PO
973,60.0,1.0,90.09689648,6.815369039,107.4762339,244.3428624,-5.000184472,2328.087231,49.0,6022.480699,4886937.745,PO
974,60.0,1.0,89.84864598,6.786394227,107.4911261,244.360673,-4.990117312,2328.415168,49.0,6022.618605,4882618.455,PO
975,60.0,1.0,89.5647017,6.78546904,107.5039572,244.3759473,-4.981381685,2328.696525,49.0,6022.744421,4887382.969,PO
